,Albania,Argentina,Australia,Austria,Belgium,Brazil,Cameroon,Canada,Colombia,Costa Rica,Croatia,Czech Republic,Denmark,Ecuador,Egypt,England,Finland,France,Georgia,Germany,Ghana,Hungary,Iceland,Iran,Italy,Japan,Mexico,Morocco,Netherlands,Nigeria,North Macedonia,Panama,Peru,Poland,Portugal,Qatar,Romania,Russia,Saudi Arabia,Scotland,Senegal,Serbia,Slovakia,Slovenia,South Korea,Spain,Sweden,Switzerland,Tunisia,Turkey,Ukraine,United States,Uruguay,Wales
Mexico,-0.8698756405812063,0.3307387450667741,-0.7852027515368912,0.5704426781105812,-0.07149776664760528,0.12897308993078424,-0.09353878714994016,0.22167229372309033,0.3790694952110419,-0.7614500701457388,0.4250772616642729,0.3445515666808172,-0.13421971446324898,-0.0006310846921448453,-0.35225640941027125,0.0033434057443393226,-0.6216889744128307,0.11625251671897578,-0.6249408717708713,0.3392941166323176,0.14314276260925257,-0.6907209968805511,0.06722866244503307,-0.26271265317963605,0.043337021401681684,-0.41625148586218996,1.0000000000000002,-0.3759530025621779,-0.17688553974102536,0.3113887429133663,-0.5214469297542916,-0.5725724170577842,0.7638262627806498,-0.744407148346847,0.38778460050065494,-0.6932576031172372,-0.4276402866875806,0.10302954386331091,0.7500399171410351,-0.5370785900289485,0.3390634118149091,0.4235184794857788,-0.6014643116829687,-0.44315242614241424,-0.11498095668207767,0.3007984700058995,-0.1794931755524367,0.27015238380441176,0.08513200445124341,-0.003915976901761985,-0.020316964436575286,0.4962400016610563,0.014448773548077932,-0.7528369309271803
Morocco,0.5092498887776722,-0.22726918350861924,0.5049390523865225,-0.7861153473278363,-0.40276253489485114,-0.29437792910012056,0.0683311174035313,-0.42483537247345793,0.39467656706581217,0.4011051246815578,-0.32363110497453274,-0.3154984673847716,-0.3030430593457462,0.013306541955076204,-0.1292487104827943,-0.08431869069277534,0.2495756491583691,-0.2668351988304864,0.7524991465990101,-0.5874909728956715,0.11625576808569871,0.6113891215777648,0.34335177670710176,0.5555622675339037,-0.20077814871272487,0.21472371655700395,-0.3759530025621779,0.9999999999999998,-0.2571043038876771,0.2118013160140344,0.4972845311530302,0.566572502158203,-0.696869093041953,0.6370667528161736,-0.3216441133185832,0.14350384569592375,0.8268643961273889,0.3578517740196818,-0.45674389793419357,0.12346320519871612,-0.05284433940496032,-0.6556885323542732,0.23816823367801293,0.631809983630021,-0.4156986664911622,-0.48024819735318575,0.4050475993025827,-0.13988579774950574,-0.19035794645059678,-0.5270205562151066,-0.1852599257407457,-0.8214915238121783,-0.08605108817039549,0.5280401525663296
Netherlands,-0.10316064215115374,0.7941800180408625,-0.10784009396378175,0.3673307745770816,0.8405716879955514,0.8932719568912781,-0.5840349072711783,0.8029582153357473,-0.07398273829070261,-0.3883902094433351,0.605884316159573,-0.2633334739880486,0.8054970987181118,0.7800848685509215,-0.4687882031851938,0.8415428182794427,-0.29779478224009714,0.7249833498442855,-0.36837537776845936,0.8112343695464846,-0.5285920010145216,-0.22243088711460873,-0.29031786455111874,-0.47675194067599636,0.8766404553473808,0.35142649565785433,-0.17688553974102536,-0.2571043038876771,0.9999999999999999,-0.4091317701412525,-0.37505834321287135,-0.4403730222610588,-0.26763802961784705,-0.0720973344879935,0.7026271617964066,-0.17117193037493536,-0.36992393874296664,-0.21469288536607875,-0.22023146447930353,-0.14258410793190743,-0.2398332771676988,-0.2205059355103668,-0.09559592336248121,-0.4405709866362654,-0.48145674922344034,0.8444824570452676,-0.24963342388833903,0.4549601404689645,0.30930840730359993,0.17508813925350608,0.3407784344568956,0.12714638348207533,0.7129190868807403,-0.27768202763200495
Nigeria,-0.357106942300178,-0.17778249564664522,-0.019584860383609456,0.04844826356405196,-0.6773720832936306,-0.25374793575755916,-0.021858346166577853,-0.592636643645188,0.32537323743828006,-0.07156044590243155,-0.22133425195251913,0.6510648315023689,-0.33179332010073614,0.0019441736684347954,0.3565937808282921,-0.44860290871693637,0.23396166132961993,-0.4870796131102926,-0.24549028895021685,-0.3455167317420913,-0.023554853772166148,0.1321385003552007,0.7195202582259239,0.6331966152048476,-0.5156616246059734,-0.02492091920733088,0.3113887429133663,0.2118013160140344,-0.4091317701412525,1.0,-0.22608311665698066,0.16887167143407772,0.23590269484585447,-0.030976985372705962,-0.3752183229853369,-0.41826719333604695,0.3883166944503281,0.4633241665615832,0.3631494112818272,0.2084815524784161,0.5157864003969906,-0.055503292185003106,-0.21024177732233737,0.42013900152721767,0.06381675135175648,-0.3081792213818029,0.5214553096552794,-0.49122968324918564,0.4293027206617806,-0.3504133225316907,-0.7475313510824291,-0.4096194308503208,0.09017696603737105,0.17286862379097961
North Macedonia,0.7796826489127128,-0.6951007202162034,0.38421868744228205,-0.47407418911478216,-0.1147475389337197,-0.6335788810271034,0.30117358047281784,-0.42364228816825106,-0.26877374080728494,0.6794441952610252,-0.4467528650613903,-0.3588582480182611,-0.2776963482484037,-0.5648192980286698,0.1880475197582449,-0.36416702606476614,0.5820765659344418,-0.3422667022541218,0.7565721889027304,-0.7067819000079278,0.4820297753271941,0.5519907115814243,-0.25994964070496285,0.05712660503610112,-0.4532735968169188,0.12272358302069526,-0.5214469297542916,0.4972845311530302,-0.37505834321287135,-0.22608311665698066,1.0,0.6241357418618187,-0.34115232468784534,0.44865779611895495,-0.5978715855825585,0.7197113692250968,0.20754670511513068,-0.23100296967525885,-0.6341569606866015,0.4491142937846508,-0.31303202620911375,-0.03763927579961147,0.665592675923304,0.3948783215619647,0.19863782846908096,-0.688111953557992,-0.11285536050675923,-0.055827050103472574,-0.23619606824801495,0.28407397869981516,0.3265793332864704,-0.21988785392563198,-0.6674478611149602,0.691784901934678
Panama,0.711540621536711,-0.6975040839665824,0.5811362934265996,-0.645641928420421,-0.49904767708000575,-0.6442570669911473,-0.04028681323775621,-0.7321515649898924,-0.15119306997485044,0.7048407908700799,-0.6830678020780366,-0.1897339996685588,-0.360052353457787,-0.4138643003537702,0.37856441506488436,-0.44018215639122843,0.7062593815712926,-0.40684305188752284,0.6559994814260086,-0.7887366108587663,-0.09237815738514306,0.6944942566004293,0.21811748902665312,0.5188225928089962,-0.507023761996218,0.30522882458236794,-0.5725724170577842,0.566572502158203,-0.4403730222610588,0.16887167143407772,0.6241357418618187,1.0,-0.3731269602840064,0.35167259648639887,-0.6716456932132406,0.5256923940224514,0.5895002079676762,0.22616987652099618,-0.31732708855258496,0.383984079528928,0.16996142250679758,-0.42992934763837676,0.4887722629398341,0.6770558885591262,0.3540337619433922,-0.759809461308266,0.3176930683274347,-0.5881294162042771,-0.34501027684589264,-0.20052496407719994,-0.023903163351976012,-0.6426764611573846,-0.39832338516066174,0.8506835738338592
Peru,-0.6902196078057372,-0.04179440872748704,-0.6263872653002529,0.7596540359284149,-0.043418100115699854,-0.11645537735069937,0.049499830807501366,0.06427962950583446,-0.08402695657181788,-0.49771306049744535,0.1391659223567881,0.44139590687963354,-0.09237027818313101,-0.2686174631507403,0.09124253349912818,-0.26990248358931707,-0.14736207964559012,-0.14369483118841245,-0.7075915020396366,0.21090505298080517,0.2285717271276566,-0.5935057726139538,-0.15795097654298565,-0.38702884231344303,-0.22074603600265538,-0.5323887698813756,0.7638262627806498,-0.696869093041953,-0.26763802961784705,0.23590269484585447,-0.34115232468784534,-0.3731269602840064,0.9999999999999999,-0.7410250010436844,0.05787427167079903,-0.36235041603128154,-0.6215992349201018,-0.2538812134394413,0.7200531969406466,-0.08565068376613102,0.21709914842832947,0.7156440990456905,-0.2300558471719315,-0.5067454238005038,0.47403229736277364,0.12037911598166173,-0.3694619439900354,-0.0049919567356630145,0.24722933071517772,0.4566154728694675,0.04720332334711182,0.7296024870919215,-0.2251485688257663,-0.46568620752858336
Poland,0.6936541132321897,-0.33238352629189594,0.8560503963851669,-0.6788964262706823,-0.1841907513729788,-0.19666862457529202,0.4883403098777795,-0.2736589020998604,-0.10236344081251847,0.7053963399714452,-0.5355780704958216,-0.20420527652897497,-0.1439212414016453,0.11247448399748278,0.30432417527306205,-0.17243840944223174,0.522566718447998,-0.46737741728495236,0.689142353650243,-0.46582027236831297,0.2691513382328044,0.7516438174168979,0.11492146829459075,0.4609704195600071,-0.25281476447273626,0.035462039602468826,-0.744407148346847,0.6370667528161736,-0.0720973344879935,-0.030976985372705962,0.44865779611895495,0.35167259648639887,-0.7410250010436844,1.0,-0.49335153612916754,0.5107110412057337,0.7131851448731382,-0.09231506681535318,-0.7068288013314049,0.5925553988915866,-0.41366893789665937,-0.3284642429315473,0.5184632727645644,0.46460045399178973,-0.12148388864409315,-0.40816059600176974,0.32267536387863627,-0.31543128235508433,0.11487076233743267,-0.2103788419478777,-0.3245519730651213,-0.5412963293850072,0.03679365613564505,0.6500979566815906
Portugal,-0.5369851505703096,0.9277294880387634,-0.5562432767989645,0.41905384556770964,0.6749766710184495,0.7751094514764704,-0.5762742851562316,0.813286644250786,0.4226546590359007,-0.8216567936820717,0.894215809469321,-0.3056361404111593,0.6670292935003528,0.5227458259626732,-0.8035267901005592,0.8945778693093033,-0.8177658368634384,0.8322101017436981,-0.5115324984576968,0.8860160232482546,-0.485552620345342,-0.7417533755144967,-0.28750661394356897,-0.5914716789420678,0.9281209280396794,0.04354918720828052,0.38778460050065494,-0.3216441133185832,0.7026271617964066,-0.3752183229853369,-0.5978715855825585,-0.6716456932132406,0.05787427167079903,-0.49335153612916754,1.0,-0.6062451565351504,-0.4665394114061217,-0.000533000001562036,0.3362495198346888,-0.7088673551525685,-0.14261644718841465,-0.1950685678919006,-0.46285058170390625,-0.6375815634712244,-0.6194984708594684,0.9161288530833829,-0.395676558742933,0.756931843791477,-0.03144431415745355,0.002660615211486225,0.38181662417047996,0.3083118944741425,0.4557158656948826,-0.7959800527841332
Qatar,0.8845183055440917,-0.6669938656807218,0.6399928434097505,-0.46599252431445215,0.023922757812933577,-0.43311169233323105,0.3621497023048855,-0.22872969412911676,-0.7048691866599799,0.8735857747684115,-0.6735703361258657,-0.3029010728012981,-0.23727002484792462,-0.33202678673580915,0.4166642198299697,-0.3796634778554328,0.6211411647563788,-0.3262583910111902,0.6724816526299491,-0.5236629179609699,0.2852349748179403,0.6795415566091586,-0.3282144783477602,0.059560044214728644,-0.3812251465819709,0.11277724380934982,-0.6932576031172372,0.14350384569592375,-0.17117193037493536,-0.41826719333604695,0.7197113692250968,0.5256923940224514,-0.36235041603128154,0.5107110412057337,-0.6062451565351504,1.0000000000000002,0.14860228177754778,-0.3890890193595288,-0.6912852916660787,0.5456710883609288,-0.2517218858322961,0.11882389480037271,0.6688708320403637,0.25407930309756604,0.39033527553037356,-0.5693942940690739,-0.028320109761917255,-0.3806105061018258,-0.2783578920092254,0.23936516314871398,0.3027819671074571,-0.04060956742490324,-0.36667318615757294,0.7082486577384625
Romania,0.4539104911397686,-0.33053681510749916,0.7298030428277492,-0.838361127670154,-0.6267920309433118,-0.3615276261775636,0.2097826553134345,-0.5862937359477425,0.32000980476517155,0.5170842763433446,-0.5761132889973991,-0.10906604821777899,-0.37745011512716986,0.03643826849503167,0.20239899183480495,-0.2637920932661809,0.36661278411624454,-0.5033913329924948,0.6374323542788728,-0.626275074923386,-0.036479832598154474,0.6607171266125854,0.5202369479317734,0.7968661978330724,-0.35918573365878087,0.061929358580595284,-0.4276402866875806,0.8268643961273889,-0.36992393874296664,0.3883166944503281,0.20754670511513068,0.5895002079676762,-0.6215992349201018,0.7131851448731382,-0.4665394114061217,0.14860228177754778,0.9999999999999999,0.4162071910533614,-0.24645824006323502,0.24993623750936714,0.0506642675173986,-0.6334970202613396,0.2141285941926023,0.6719422529432929,-0.1784632130626332,-0.5455774426597795,0.597780416836326,-0.5269042338978756,-0.14925058348796358,-0.6904095398468473,-0.5320024017051093,-0.8523666689216484,0.01848284835646137,0.572657008556072
Russia,-0.17016372056226492,0.0945368618606578,-0.17517109646716555,-0.35443098066277234,-0.6005333151401743,0.013565687481100194,-0.18150000889307752,-0.42708629843945334,0.38359489035566746,-0.027680545062685222,0.06569548551792638,0.39092495385026027,-0.39928357012072163,-0.02144554211930292,0.08917288039388493,-0.12669793626061943,-0.29417862846106885,0.20176211885685388,0.13000090431572045,-0.18065037396253833,-0.33661471420382366,0.10514400209912166,0.8644339936577341,0.7159785299926886,-0.0611992627115866,0.5758818345772507,0.10302954386331091,0.3578517740196818,-0.21469288536607875,0.4633241665615832,-0.23100296967525885,0.22616987652099618,-0.2538812134394413,-0.09231506681535318,-0.000533000001562036,-0.3890890193595288,0.4162071910533614,0.9999999999999999,0.13895326858868953,-0.5015445061413396,0.74040189139863,-0.4077634872159101,-0.6679940307527059,0.6891260880729437,-0.173061036190375,-0.143745816587553,0.7946230039793127,-0.13310582382487798,-0.35873368295147645,-0.8302952502262663,-0.5288569889850506,-0.6421258260803535,0.2051335025045627,-0.06934485939462724
Saudi Arabia,-0.776043650135808,0.21186582160453096,-0.5278594555655964,0.4504021793442288,-0.17483941058061314,-0.04778176085865152,-0.2216227994422281,-0.013488462241494524,0.48487615260951117,-0.6741129490971852,0.31151701102087875,0.23423223456299444,0.08546204103419966,-0.13906719614186033,-0.15391734014222305,0.04121137918934082,-0.3965049213717375,0.0010232812358837765,-0.6755583862026698,0.2647843496671791,-0.26141106420803667,-0.7480238900728571,0.05730767513254759,-0.15451328707631035,0.027293985919874007,-0.472919343279866,0.7500399171410351,-0.45674389793419357,-0.22023146447930353,0.3631494112818272,-0.6341569606866015,-0.31732708855258496,0.7200531969406466,-0.7068288013314049,0.3362495198346888,-0.6912852916660787,-0.24645824006323502,0.13895326858868953,0.9999999999999996,-0.4161243062338561,0.23072059979760595,0.11994958027617032,-0.3927272900220647,-0.4137910129969898,0.10032915919966222,0.24564539244750921,-0.2171628628728458,0.056853580779637605,0.018685934276764137,-0.02597808351428706,-0.15100600021801422,0.3272904474462305,-0.10220029311657129,-0.5895966098526116
Scotland,0.48814519271845175,-0.575137094042302,0.6598093618742391,-0.06999703450400215,-0.1027152745529747,-0.3783292936573495,0.35398242116185713,-0.35783809830067614,-0.4589494632051419,0.5999256469673876,-0.6330745920733895,0.08904835792344098,-0.021231857166376857,-0.07843898943170917,0.6034761250119767,-0.4335567254772244,0.9172851586197346,-0.7111190514443249,0.18962523756044852,-0.45405176258645585,0.31993247536814673,0.5892206904611221,-0.1135098851473726,0.16690787445428917,-0.5319830596213674,-0.18669228534424379,-0.5370785900289485,0.12346320519871612,-0.14258410793190743,0.2084815524784161,0.4491142937846508,0.383984079528928,-0.08565068376613102,0.5925553988915866,-0.7088673551525685,0.5456710883609288,0.24993623750936714,-0.5015445061413396,-0.4161243062338561,0.9999999999999999,-0.34607565720716094,0.14657578586143719,0.7652321367342975,0.1763473891875392,0.4257786924575055,-0.4514105097472224,-0.021018498766027804,-0.5470535057216599,0.5593412496030777,0.41855084289248523,-0.20238975321071145,-0.10964335063612216,-0.1587973785087501,0.7608133376684686
Senegal,-0.3071361102235675,-0.032095935409371154,-0.333132587672535,0.041544805947291055,-0.5396199031634631,0.026602739359054835,-0.1942080662543031,-0.32888252237955895,-0.09557280877955869,-0.04177899983791694,-0.11537659594800805,0.6606238290322498,-0.5431489152821563,-0.01045245942973905,0.2751316450237566,-0.3864197244463372,-0.16195682011571025,0.10512507110073746,-0.15601505005443786,-0.10653124499252171,-0.2027018046180079,0.11767927866873554,0.759642162721275,0.5324968969604325,-0.24112423013890508,0.4623986443591271,0.3390634118149091,-0.05284433940496032,-0.2398332771676988,0.5157864003969906,-0.31303202620911375,0.16996142250679758,0.21709914842832947,-0.41366893789665937,-0.14261644718841465,-0.2517218858322961,0.0506642675173986,0.74040189139863,0.23072059979760595,-0.34607565720716094,1.0,0.10439926541336818,-0.6816047526600449,0.4786298063062021,0.2193983739624863,-0.15511610577772691,0.6983567141493343,-0.40380916553912705,-0.19584263671534355,-0.5383161236710406,-0.38055933742625436,-0.22988754577738113,0.2556990727622288,-0.07573024323432766
Serbia,-0.3234392784849834,-0.21664109189543737,-0.40259614163013724,0.5909296294105771,0.038412448083111755,-0.07663151498587813,0.5015538618650427,0.13583231740017737,-0.5682705933558817,-0.053819186135701254,-0.0816419699936269,0.5156956315632807,-0.3086878271216791,-0.2618117433720261,0.3546677859782929,-0.4639173575725245,-0.020715123951041647,-0.1967856396711153,-0.3637688913168867,0.10350252981651609,0.6304700394344578,-0.20189949259694503,-0.19845392443742385,-0.319895158669034,-0.34182751814761647,-0.36852589875128733,0.4235184794857788,-0.6556885323542732,-0.2205059355103668,-0.055503292185003106,-0.03763927579961147,-0.42992934763837676,0.7156440990456905,-0.3284642429315473,-0.1950685678919006,0.11882389480037271,-0.6334970202613396,-0.4077634872159101,0.11994958027617032,0.14657578586143719,0.10439926541336818,0.9999999999999999,-0.13259801127247492,-0.32484132061806503,0.5514375133083347,-0.026466918753364457,-0.20397905400869334,-0.039125863919348795,0.23852437279312416,0.5259651280758364,0.042389639995021676,0.7931906929135008,-0.17592293486502913,-0.27546034919282875
Slovakia,0.7008186763190757,-0.5379324811044046,0.6807630298855565,-0.2719460296213338,0.1592275689505592,-0.47991045970467316,0.15277167467201808,-0.203581367678482,-0.24773961565740926,0.5446496624013737,-0.48582308421966613,-0.5331847795903303,0.20331434827338646,-0.23845063415801276,0.16796131122609292,-0.11387099749938578,0.7719373118954334,-0.5072297044310434,0.4156168354384532,-0.4445651409271927,0.18449913389307704,0.41416702268455696,-0.5589994109888287,-0.16376469203595903,-0.2796386955426738,-0.27728908507883515,-0.6014643116829687,0.23816823367801293,-0.09559592336248121,-0.21024177732233737,0.665592675923304,0.4887722629398341,-0.2300558471719315,0.5184632727645644,-0.46285058170390625,0.6688708320403637,0.2141285941926023,-0.6679940307527059,-0.3927272900220647,0.7652321367342975,-0.6816047526600449,-0.13259801127247492,1.0,-0.05284843415330711,0.20989194919515683,-0.41393038124058207,-0.4367006946434797,-0.22777255418806983,0.14730343755270517,0.5090867726985128,0.3117878985096177,-0.06421517387418557,-0.45906093538278814,0.712123266810262
Slovenia,0.45318378439078316,-0.4956185883262667,0.3771586298952888,-0.6593373065381203,-0.7298354042723587,-0.4075875160303862,0.20690244866471677,-0.772585005141139,-0.04581161859316331,0.643085641140055,-0.5066950600954567,0.3167093929422753,-0.6056885763537689,-0.2641566100384864,0.5315196254373913,-0.5367043890189808,0.3935200952378363,-0.29348895126807467,0.6099877730702842,-0.7084491658119423,0.04987990182334727,0.7149850469024104,0.7517458242372744,0.891337678093937,-0.5250134255331858,0.5738352866794858,-0.44315242614241424,0.631809983630021,-0.4405709866362654,0.42013900152721767,0.3948783215619647,0.6770558885591262,-0.5067454238005038,0.46460045399178973,-0.6375815634712244,0.25407930309756604,0.6719422529432929,0.6891260880729437,-0.4137910129969898,0.1763473891875392,0.4786298063062021,-0.32484132061806503,-0.05284843415330711,0.9999999999999999,0.14910118051594667,-0.6752564848681002,0.8371534161384339,-0.4899376640874961,-0.23754021943689424,-0.5833934007810716,-0.5389403142736037,-0.8048824312515824,-0.08937182546518511,0.6110117829458649
South Korea,0.13016145513827843,-0.6827191675340821,0.0826208845882765,0.16020990006525654,-0.3566940904281653,-0.5169682162303973,0.387792970762511,-0.4590065113581278,-0.6460158962146336,0.41832749751663917,-0.5551082567765876,0.4101501830799961,-0.3975934649440079,-0.5806971861582855,0.7796195808176963,-0.7107739634329457,0.5441810543304695,-0.4593883621559377,-0.04143684958456681,-0.3662053103231393,0.2649993005701309,0.1794430184917744,0.007519136101492159,0.09915560981808441,-0.6249516078343942,-0.14736770141987832,-0.11498095668207767,-0.4156986664911622,-0.48145674922344034,0.06381675135175648,0.19863782846908096,0.3540337619433922,0.47403229736277364,-0.12148388864409315,-0.6194984708594684,0.39033527553037356,-0.1784632130626332,-0.173061036190375,0.10032915919966222,0.4257786924575055,0.2193983739624863,0.5514375133083347,0.20989194919515683,0.14910118051594667,1.0,-0.4760751791615732,0.040725481349179235,-0.5609305974515052,-0.02049790444650322,0.3616517082832471,-0.11022022220090096,0.28413727186252624,-0.4201518851212812,0.31834908170559256
Spain,-0.5706464907867121,0.9459480669665347,-0.4832985408296012,0.6112227263397224,0.7484412256652758,0.9099454198373742,-0.5092007528525407,0.877080856251318,0.1890408825800834,-0.7777130722336055,0.8311900916889434,-0.1012704567716965,0.740952155921146,0.6901829846104258,-0.5950624023206936,0.84046540528414,-0.6494037417251066,0.7518328493842485,-0.6757727018656098,0.9875726124474116,-0.44717330553258594,-0.654198132285481,-0.2602172142958047,-0.5936988535886202,0.899404588589645,0.04283530858993673,0.3007984700058995,-0.48024819735318575,0.8444824570452676,-0.3081792213818029,-0.688111953557992,-0.759809461308266,0.12037911598166173,-0.40816059600176974,0.9161288530833829,-0.5693942940690739,-0.5455774426597795,-0.143745816587553,0.24564539244750921,-0.4514105097472224,-0.15511610577772691,-0.026466918753364457,-0.41393038124058207,-0.6752564848681002,-0.4760751791615732,1.0,-0.35357538193129345,0.6213049239834422,0.2896867239299407,0.1509852186673479,0.24925770455584637,0.3928440674356443,0.6501346410639112,-0.7253823840694287
Sweden,0.09350841871264395,-0.15350262193251238,0.23423082751277366,-0.454944906395682,-0.6926176670666614,-0.03177261885629664,0.16983391954651245,-0.5103428630677888,-0.034237279335011916,0.3807305053439259,-0.3777506245261151,0.5657411469989175,-0.5954378028399614,0.11341142498586991,0.47713152463521086,-0.42965871107946585,0.09029082169808401,-0.15803149045858503,0.2892375726458913,-0.36023264935849936,-0.07427807387822709,0.5649110781034838,0.9372148703657397,0.920084695566048,-0.33875681819307746,0.5181777093003919,-0.1794931755524367,0.4050475993025827,-0.24963342388833903,0.5214553096552794,-0.11285536050675923,0.3176930683274347,-0.3694619439900354,0.32267536387863627,-0.395676558742933,-0.028320109761917255,0.597780416836326,0.7946230039793127,-0.2171628628728458,-0.021018498766027804,0.6983567141493343,-0.20397905400869334,-0.4367006946434797,0.8371534161384339,0.040725481349179235,-0.35357538193129345,1.0,-0.5408450109014001,-0.10518795188922447,-0.791654212675589,-0.7433705513394808,-0.673736553238778,0.3535201243968495,0.27610218740005954
Switzerland,-0.3103047145702123,0.616069488846792,-0.5973504865159363,0.3258773314263807,0.6389016819047801,0.44231792825877225,-0.2533405077065291,0.6248076393930938,0.3911684352300305,-0.6140160538007018,0.8781061766854736,-0.36924265656804833,0.5285476892732567,0.09928945839445254,-0.7231044619938785,0.6999996775087098,-0.6652478047916686,0.6884395168222923,-0.21363461720216173,0.579357588866171,-0.016390365516268105,-0.6642666100794953,-0.448371337447163,-0.6615421128502409,0.6832274120390904,0.03315768595698799,0.27015238380441176,-0.13988579774950574,0.4549601404689645,-0.49122968324918564,-0.055827050103472574,-0.5881294162042771,-0.0049919567356630145,-0.31543128235508433,0.756931843791477,-0.3806105061018258,-0.5269042338978756,-0.13310582382487798,0.056853580779637605,-0.5470535057216599,-0.40380916553912705,-0.039125863919348795,-0.22777255418806983,-0.4899376640874961,-0.5609305974515052,0.6213049239834422,-0.5408450109014001,1.0,-0.058630690553362605,0.28091081652244765,0.4972747165878927,0.342530131092532,-0.012136584835907578,-0.6376018411038632
Tunisia,-0.3337017722311809,0.2061962043753011,-0.0025846862898696453,0.5719568956773727,0.1969239751915697,0.2901101360625136,-0.0072078770172478756,0.15942946793846519,-0.04810591094789422,-0.24621370065957335,0.11942624521953799,0.39175829577789284,0.356092522475159,0.4432259209545576,0.16071246030388525,0.05101314975002934,0.28806558159518664,-0.2427784356855152,-0.5468496284239188,0.26361789914488126,0.11769467266348764,-0.04561872435783125,0.023252350147105173,-0.10776231141588995,-0.013187890785923823,-0.20998955096554395,0.08513200445124341,-0.19035794645059678,0.30930840730359993,0.4293027206617806,-0.23619606824801495,-0.34501027684589264,0.24722933071517772,0.11487076233743267,-0.03144431415745355,-0.2783578920092254,-0.14925058348796358,-0.35873368295147645,0.018685934276764137,0.5593412496030777,-0.19584263671534355,0.23852437279312416,0.14730343755270517,-0.23754021943689424,-0.02049790444650322,0.2896867239299407,-0.10518795188922447,-0.058630690553362605,1.0000000000000002,0.39992511110933815,-0.32806344329000026,0.14247765803179335,0.37507607451824343,0.03361142081811435
Turkey,0.005973360465077754,-0.12624140447188997,-0.1831280919182768,0.6096661735488615,0.5598414563388976,-0.06511176975200682,0.0399943131047352,0.2882805404448127,-0.4050725939720019,-0.0991704873700161,0.14958027798059909,-0.1411664963161194,0.42303297013351737,-0.22363679432475628,0.03144053461969724,0.05810154035467455,0.2870295154068753,-0.04371730965233488,-0.32139498202555006,0.1943916874024678,0.2920809373051732,-0.29008748845142973,-0.7616368726066445,-0.7537341777924362,0.015358751326836464,-0.33271681651257506,-0.003915976901761985,-0.5270205562151066,0.17508813925350608,-0.3504133225316907,0.28407397869981516,-0.20052496407719994,0.4566154728694675,-0.2103788419478777,0.002660615211486225,0.23936516314871398,-0.6904095398468473,-0.8302952502262663,-0.02597808351428706,0.41855084289248523,-0.5383161236710406,0.5259651280758364,0.5090867726985128,-0.5833934007810716,0.3616517082832471,0.1509852186673479,-0.791654212675589,0.28091081652244765,0.39992511110933815,1.0,0.5289544902020095,0.6904187321318876,-0.35569976677518106,0.004555163990448787
Ukraine,0.23253391938901583,0.13536742635114615,-0.1979710636042545,0.1630766203571003,0.7043064734546812,0.11704406401996395,-0.37142676861300106,0.5291096286626412,-0.19391830993766754,-0.14191898431971295,0.28694957489265244,-0.7089225374067466,0.39317250307586044,-0.06904219562266224,-0.5751240248928644,0.44923001522542644,-0.15096190906235454,0.46263084084841266,0.07337351849966907,0.2683057361857113,-0.053712502412501514,-0.24414938731706345,-0.8187964440801673,-0.793378656782343,0.4406549022562578,-0.008492817220488167,-0.020316964436575286,-0.1852599257407457,0.3407784344568956,-0.7475313510824291,0.3265793332864704,-0.023903163351976012,0.04720332334711182,-0.3245519730651213,0.38181662417047996,0.3027819671074571,-0.5320024017051093,-0.5288569889850506,-0.15100600021801422,-0.20238975321071145,-0.38055933742625436,0.042389639995021676,0.3117878985096177,-0.5389403142736037,-0.11022022220090096,0.24925770455584637,-0.7433705513394808,0.4972747165878927,-0.32806344329000026,0.5289544902020095,1.0,0.44785078576606324,-0.24852869536974734,-0.11319792712163702
United States,-0.4305892821786971,0.15384321966110623,-0.520399909712398,0.731221604741195,0.49628695966066344,0.17535730326237903,0.15895097355177265,0.5567119850161043,-0.33822904611537574,-0.40975071239427346,0.2986424018269176,0.0557657015899097,0.1886307524284173,-0.09782591889641874,-0.12607450915511614,0.07099258736557236,-0.30090631782497895,0.15001657404225877,-0.5481342659344396,0.4991121751729662,0.3154552481395822,-0.6064141710835542,-0.6324975109637387,-0.7859700373784475,0.15273283873314938,-0.5177876333249829,0.4962400016610563,-0.8214915238121783,0.12714638348207533,-0.4096194308503208,-0.21988785392563198,-0.6426764611573846,0.7296024870919215,-0.5412963293850072,0.3083118944741425,-0.04060956742490324,-0.8523666689216484,-0.6421258260803535,0.3272904474462305,-0.10964335063612216,-0.22988754577738113,0.7931906929135008,-0.06421517387418557,-0.8048824312515824,0.28413727186252624,0.3928440674356443,-0.673736553238778,0.342530131092532,0.14247765803179335,0.6904187321318876,0.44785078576606324,0.9999999999999998,-0.13484256681465628,-0.5693249359454686
